"","country","continent","year","lifeExp","pop","gdpPercap","Diabetes_prevalance_2015"
"1651","Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701,5.1
"1652","Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538,5.1
"1653","Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673,5.1
"1654","Yemen, Rep.","Asia",1997,58.02,15826497,2117.484526,5.1
"1655","Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827,5.1
"1656","Yemen, Rep.","Asia",2007,62.698,22211743,2280.769906,5.1
"1657","Zambia","Africa",1952,42.038,2672000,1147.388831,4.1
"1658","Zambia","Africa",1957,44.077,3016000,1311.956766,4.1
"1659","Zambia","Africa",1962,46.023,3421000,1452.725766,4.1
"1660","Zambia","Africa",1967,47.768,3900000,1777.077318,4.1
"1661","Zambia","Africa",1972,50.107,4506497,1773.498265,4.1
"1662","Zambia","Africa",1977,51.386,5216550,1588.688299,4.1
"1663","Zambia","Africa",1982,51.821,6100407,1408.678565,4.1
"1664","Zambia","Africa",1987,50.821,7272406,1213.315116,4.1
"1665","Zambia","Africa",1992,46.1,8381163,1210.884633,4.1
"1666","Zambia","Africa",1997,40.238,9417789,1071.353818,4.1
"1667","Zambia","Africa",2002,39.193,10595811,1071.613938,4.1
"1668","Zambia","Africa",2007,42.384,11746035,1271.211593,4.1
"1669","Zimbabwe","Africa",1952,48.451,3080907,406.8841148,3.9
"1670","Zimbabwe","Africa",1957,50.469,3646340,518.7642681,3.9
"1671","Zimbabwe","Africa",1962,52.358,4277736,527.2721818,3.9
"1672","Zimbabwe","Africa",1967,53.995,4995432,569.7950712,3.9
"1673","Zimbabwe","Africa",1972,55.635,5861135,799.3621758,3.9
"1674","Zimbabwe","Africa",1977,57.674,6642107,685.5876821,3.9
"1675","Zimbabwe","Africa",1982,60.363,7636524,788.8550411,3.9
"1676","Zimbabwe","Africa",1987,62.351,9216418,706.1573059,3.9
"1677","Zimbabwe","Africa",1992,60.377,10704340,693.4207856,3.9
"1678","Zimbabwe","Africa",1997,46.809,11404948,792.4499603,3.9
"1679","Zimbabwe","Africa",2002,39.989,11926563,672.0386227,3.9
"1680","Zimbabwe","Africa",2007,43.487,12311143,469.7092981,3.9
